Text,Sentimen
rendah,-1
rendahan,-1
rengek,-1
renggut,-1
rentan,-1
rentenir,-1
reot,-1
repot,-1
resah,-1
resek,-1
resesi,-1
residivis,-1
restriktif,-1
retak,-1
retorsi,-1
retrogresi,-1
rewel,-1
rezim,-1
riba,-1
ribet,-1
ribet,-1
ribut,-1
ricuh,-1
ringsek,-1
rintih,-1
rintihan,-1
risau,-1
risih,-1
risiko,-1
riskan,-1
riya,-1
roboh,-1
rodi,-1
rompak,-1
ronce,-1
rongrong,-1
rongrongan,-1
rongsok,-1
rongsokan,-1
ronta,-1
rugi,-1
rugi,-1
rumit,-1
rumpi,-1
runtuh,-1
runyam,-1
rusak,-1
rusuh,-1
ruwet,-1
sableng,-1
sabotase,-1
sabu-sabu,-1
sabung,-1
sadap,-1
sadis,-1
sadisme,-1
sado masokis,-1
sajen,-1
sakit,-1
sakit-sakitan,-1
sakiti,-1
salah,-1
salah arti,-1
salah artikan,-1
salah guna,-1
salah gunakan,-1
salah kostum,-1
salah tingkah,-1
salah-salah,-1
samaran,-1
sambit,-1
sampah,-1
sandera,-1
sandewa,-1
sandungan,-1
sangar,-1
sanggah,-1
sanggahan,-1
sangkaan,-1
sangkal,-1
sangkalan,-1
sangsi,-1
sanksi,-1
santer,-1
santet,-1
sarkasme,-1
sarkastik,-1
sayangkan,-1
scripted,-1
sebaliknya,-1
sebatas,-1
secuil,-1
sedih,-1
seemosional,-1
seenaknya,-1
sefanatik,-1
segelintir,-1
seharusnya,-1
sekehendak,-1
sekptis,-1
sembarang,-1
sembarangan,-1
sembunyi,-1
sembunyi tangan,-1
sengketa,-1
sesuka hati,-1
sesukanya,-1
sesumbar,-1
setengah-setengah,-1
seterpuruk,-1
sewenang-wenang,-1
seyogyanya,-1
sia-sia,-1
sial,-1
sial,-1
sial,-1
sialan,-1
siksa,-1
siksaan,-1
sikut-menyikut,-1
sikut-sikutan,-1
silang segketa,-1
siluman,-1
simpang siur,-1
sindikat,-1
sindir,-1
sindir-menyindir,-1
sindiran,-1
sinis,-1
sinisme,-1
sinting,-1
sinyalir,-1
sirik,-1
sirikan,-1
sita,-1
sitaan,-1
siwer,-1
skandal,-1
skeptis,-1
skors,-1
slebor,-1
soak,-1
sodomi,-1
sodomi,-1
sogok,-1
sogokan,-1
sok,-1
sok tahu,-1
somasi,-1
sombong,-1
sombong,-1
songong,-1
sontoloyo,-1
spekulan,-1
spekulasi,-1
stagnan,-1
stagnasi,-1
statis,-1
stres,-1
striptis,-1
stroke,-1
suap,-1
subjektif,-1
subyektif,-1
sudah padat,-1
sudah penuh,-1
suka-suka,-1
sukar,-1
sukarnya,-1
sulit,-1
sulit,-1
sulitnya,-1
sumpah serapah,-1
sumpek,-1
sundal,-1
suram,-1
suram,-1
surat kaleng,-1
susah,-1
susah hati,-1
susahnya,-1
susuk,-1
suudon,-1
suudzan,-1
suudzon,-1
suuzan,-1
syahwat,-1
syirik,-1
syok,-1
syubhat,-1
syur,-1
tabok,-1
tabrakan,-1
tabu,-1
tagih,-1
tagihan,-1
tahanan,-1
tahi,-1
tai,-1
tak berkesudahan,-1
tak punya biaya,-1
takabur,-1
takhayul,-1
takut,-1
tamak,-1
tampar,-1
tamparan,-1
tandus,-1
tanggung,-1
tangis,-1
tangisan,-1
taruhan,-1
tawan,-1
tawanan,-1
tawuran,-1
tedeng aling-aling,-1
tega,-1
tegaan,-1
tekanan,-1
telantar,-1
telantarkan,-1
telat,-1
telat berpikir,-1
teler,-1
teluh,-1
tembak,-1
tembakan,-1
tempeleng,-1
tempelengan,-1
temperamen,-1
temperamental,-1
tenggelam,-1
tengik,-1
tengil,-1
tengkulak,-1
teperdaya,-1
terabaikan,-1
teracun,-1
teracuni,-1
teradu domba,-1
terampas,-1
terampok,-1
terancam,-1
terancukan,-1
terbakar,-1
terbalik,-1
terbaring,-1
terbata-bata,-1
terbatuk-batuk,-1
terbebani,-1
terbeberkan,-1
terbelenggu,-1
terbelit,-1
terbengkalai,-1
terbengong-bengong,-1
terbentur,-1
terblokir,-1
terbohongi,-1
terboikot,-1
terboros,-1
terbosan,-1
terbujur kaku,-1
terbunuh,-1
tercabik,-1
tercabik-cabik,-1
tercabul,-1
tercampakkan,-1
tercederai,-1
tercegat,-1
tercekal,-1
tercekik,-1
tercela,-1
tercemar,-1
tercengeng,-1
terceroboh,-1
tercongkak,-1
tercopet,-1
tercoreng,-1
tercoreng-moreng,-1
tercurang,-1
terdaif,-1
terdakwa,-1
terdampar,-1
terdamprat,-1
terdegradasi,-1
terdepak,-1
terdeportasi,-1
terdesak,-1
terdhaif,-1
terdhalim,-1
terdhalimi,-1
terdholim,-1
terdholimi,-1
terdiskriminasi,-1
terdiskualifikasi,-1
terdoktrin,-1
terdompleng,-1
terdungu,-1
terdurhaka,-1
terdurjana,-1
terdzalim,-1
terdzalimi,-1
teredan,-1
teregois,-1
tereksploitasi,-1
terekspos,-1
terekstrem,-1
terekstrim,-1
terengah-engah,-1
terenggut,-1
terfatal,-1
tergagap-gagap,-1
terganggu,-1
terganjal,-1
tergeletak,-1
tergesa-gesa,-1
tergopoh,-1
tergopoh-gpoh,-1
terguncang,-1
tergusur,-1
terhalang,-1
terhambat,-1
terhasut,-1
terheran-heran,-1
terhina,-1
teriakan,-1
teribut,-1
tericuh,-1
terinfeksi,-1
terinjak-injak,-1
terisak,-1
terisolasi,-1
terisolir,-1
terjajah,-1
terjerat,-1
terkapar,-1
terkapar,-1
terkasar,-1
terkatung-katung,-1
terkebiri,-1
terkecoh,-1
terkekang,-1
terkendala,-1
terkibuli,-1
terkontaminasi,-1
terkorup,-1
terkorupsi,-1
terkotor,-1
terkotori,-1
terkoyak,-1
terkucil,-1
terkulai,-1
terkungkung,-1
terkutuk,-1
terlalai,-1
terlalaikan,-1
terlalu,-1
terlalu murah,-1
terlambat,-1
terlambat,-1
terlampau,-1
terlanggar,-1
terlanjur,-1
terlantar,-1
terlarang,-1
terlemah,-1
terlena,-1
terletih,-1
terlicik,-1
terloyo,-1
terluka,-1
terlunta,-1
terlunta-lunta,-1
terlupa,-1
termakan,-1
ternista,-1
ternoda,-1
ternodai,-1
terombang-ambing,-1
teror,-1
teroris,-1
terorisme,-1
terpaksa,-1
terpecah,-1
terpecah belah,-1
terpecah-pecah,-1
terpeleset,-1
terpengaruh,-1
terperdaya,-1
terpidana,-1
terpinggirkan,-1
terpojok,-1
terpojokkan,-1
terprovokasi,-1
terpukul,-1
terpuruk,-1
terputus,-1
tersableng,-1
tersabotase,-1
tersadis,-1
tersaingi,-1
tersakit,-1
tersakiti,-1
tersalah,-1
tersalahartikan,-1
tersalahgunakan,-1
tersandera,-1
tersandung,-1
tersangka,-1
tersangsikan,-1
tersantet,-1
tersayat,-1
terserang,-1
terseret,-1
tersesat,-1
tersia-siakan,-1
tersial,-1
tersiksa,-1
tersikut,-1
tersindir,-1
tersinggung,-1
tersingkap,-1
tersinis,-1
tersinting,-1
tersisih,-1
terslebor,-1
tersombong,-1
terstagnan,-1
terstres,-1
tersudut,-1
tersukar,-1
tersulit,-1
tersulut,-1
tersumbat,-1
tersumpek,-1
tersungkur,-1
tersuntuk,-1
tersuram,-1
tersusah,-1
tertabrak,-1
tertampar,-1
tertandus,-1
tertangkap,-1
tertatih-tatih,-1
tertembak,-1
tertembus,-1
tertikam,-1
tertindas,-1
tertinggal,-1
tertipu,-1
tertohok,-1
tertolol,-1
tertuduh,-1
tertular,-1
tertulari,-1
tertunda,-1
tertunduk,-1
tertusuk,-1
terusik,-1
terusir,-1
terzalim,-1
terzalimi,-1
tetek bengek,-1
tewas,-1
tewaskan,-1
tidak acuh,-1
tidak ada biaya,-1
tidak ada uang,-1
tidak ada uang,-1
tidak akan tercatat,-1
tidak berdaya,-1
tidak berkesudahan,-1
tidak bernyawa,-1
tidak dapat dieksekusi,-1
tidak hanya,-1
tidak jelas,-1
tidak lucu,-1
tidak mau,-1
tidak mau tahu,-1
tidak mungkin,-1
tidak pernah disebutkan,-1
tidak punya dana,-1
tidak punya pekerjaan,-1
tidak punya uang,-1
tidak suka,-1
tidak tahu,-1
tifus,-1
tikam,-1
tikam-menikam,-1
tikaman,-1
tilap,-1
tilep,-1
timpang,-1
tindas,-1
tipikor,-1
tipu,-1
tipu tipuan,-1
tiran,-1
tirani,-1
tiru,-1
tiruan,-1
todong,-1
togel,-1
tohok,-1
tolol,-1
tornado,-1
toto gelap,-1
toyor,-1
tragedi,-1
tragis,-1
trauma,-1
traumatis,-1
tremor,-1
tsunami,-1
tuak,-1
tuba,-1
tubrukan,-1
tuding,-1
tuding-menuding,-1
tudingan,-1
tuduh,-1
tuduh-menuduh,-1
tuduhan,-1
tumbal,-1
tumbang,-1
tumpang tindih,-1
tumpang-tindih,-1
tuna susila,-1
tuna susila,-1
tunasusila,-1
tunggak,-1
tunggakan,-1
tunggang langgang,-1
tuntutan,-1
turun,-1
tutup,-1
tutup mata,-1
uang haram,-1
udal-ugalan,-1
udik,-1
ugal-ugalan,-1
ujub,-1
umbar,-1
umpat,-1
umpatan,-1
uneg-uneg,-1
unek-unek,-1
unjuk rasa,-1
untung-untungan,-1
urakan,-1
urgent,-1
uring-uringan,-1
urung,-1
usang,-1
usik,-1
usil,-1
usir,-1
utang,-1
vandal,-1
vandalisme,-1
vendeta,-1
virulen,-1
virus,-1
vulgar,-1
wabah,-1
waduh,-1
wanita pria,-1
wanti-wanti,-1
was-was,-1
waspada,-1
waswas,-1
what the fuck,-1
what the hell,-1
ya sudah,-1
zalim,-1
zina,-1
zinah,-1
zionis,-1
